Dates;Title;Start Time;End Time;Location
09/22/2024;ＢＳスーパークックド (BS SuperCooked!);8:00;23:00;Burger Shop
09/22/2024;クルード (Cluedo/Clue);8:00;23:00;Telephone Booth
09/23/2024;放送エラー [BROADCAST ERROR];8:00;11:00;Broadcast Tower
09/23/2024;ワリオとマリオ (Wario and Mario);11:00;14:00;Broadcast Tower
09/23/2024;ミスパックマン (Ms. Pac-Man);14:00;17:00;Broadcast Tower
09/23/2024;ワイルドガンズ (Wild Guns);17:00;20:00;Broadcast Tower
09/23/2024;エアー・ストライク・パトロール ～Ａ．Ｓ．Ｐ．～ (A.S.P.: Air Strike Patrol);20:00;23:00;Broadcast Tower
09/23/2024;Ｂ　ＤＡＳＨ　【３月号】 (B DASH: March Edition);8:00;23:00;News Building
09/23/2024;スーパーピンボール (Super Pinball);11:00;23:00;Stadium
09/23/2024;シャドウラン (Shadowrun);8:00;20:00;Bagpotamia Temple
09/23/2024;サテ坊のワードゲーム (Satebou's Word Game);8:00;23:00;Calculator Building
09/23/2024;ＢＳスーパークックド (BS SuperCooked!);8:00;23:00;Burger Shop
09/24/2024;シムシティ 【小売版】 (SimCity [Retail ver.]);8:00;11:00;Broadcast Tower
09/24/2024;ＶＳ．コレクション (VS. Collection);11:00;14:00;Broadcast Tower
09/24/2024;スーパーボンバーマン (Super Bomberman [EN]);14:00;17:00;Broadcast Tower
09/24/2024;ヨッシーのクッキー (Yoshi's Cookie);17:00;20:00;Broadcast Tower
09/24/2024;マリオのタイムマシン (Mario's Time Machine);20:00;23:00;Broadcast Tower
09/24/2024;Ｂ　ＤＡＳＨ　【２月号】 (B DASH: February Edition);8:00;23:00;News Building
09/24/2024;トップギア (Top Gear);11:00;23:00;Stadium
09/24/2024;パッグジー (Puggsy);8:00;20:00;Robot Tower
09/24/2024;サテ坊のワードゲーム (Satebou's Word Game);8:00;23:00;Calculator Building
09/24/2024;ＢＳスーパークックド (BS SuperCooked!);8:00;23:00;Burger Shop
09/25/2024;モノポリー２：赤カップ (Monopoly 2: Red Cup);8:00;11:00;Broadcast Tower
09/25/2024;レミングス (Lemmings);11:00;14:00;Broadcast Tower
09/25/2024;ピコピコパイレーツ (Pico Pico Pirates!);14:00;17:00;Broadcast Tower
09/25/2024;ダリアスフォース (Darius Force);17:00;20:00;Broadcast Tower
09/25/2024;釣太郎 (Tsuri Tarō);20:00;23:00;Broadcast Tower
09/25/2024;ゲーム虎の大穴スペシャル　【３月３０】 (Game Tora – Big Cave Special [3/30]);8:00;23:00;News Building
09/25/2024;ゴルフ大好き！Ｏ．Ｂ．倶楽部 (I love golf! O.B. Club);11:00;23:00;Stadium
09/25/2024;バウンティー・ソード BS版 (BS Bounty Sword);8:00;20:00;Bagpotamia Temple
09/25/2024;サテ坊のワードゲーム (Satebou's Word Game);8:00;23:00;Calculator Building
09/25/2024;ＢＳスーパークックド (BS SuperCooked!);8:00;23:00;Burger Shop
09/26/2024;ＢＳ　Ｆ－ＺＥＲＯ　ＧＰ２;8:00;14:00;Broadcast Station
09/26/2024;ザ・ファイヤーメン (The Firemen);14:00;20:00;Broadcast Station
09/26/2024;キャメルトリ (Cameltry);20:00;23:00;Broadcast Station
09/26/2024;フロイドの挑戦状　―　第6号 (Freud's challenge – Vol. 6);8:00;23:00;News Building
09/26/2024;ファイティング野球 (Fighting Baseball);11:00;23:00;Stadium
09/26/2024;恋はバランス たとえばＫ君の多忙な一日編 (Love is a balance: Anonymous K-kun's busy day);8:00;20:00;Bagpotamia Temple
09/26/2024;サテ坊のワードゲーム (Satebou's Word Game);8:00;23:00;Calculator Building
09/26/2024;ＢＳスーパークックド (BS SuperCooked!);8:00;23:00;Burger Shop
09/26/2024;ＢＳドッティ・フラワーズ (BS Dottie Flowers);8:00;23:00;Robot Tower
09/27/2024;カービィのおもちゃ箱：　パチンコ (Kirby's Toybox: Pachinko);8:00;11:00;Broadcast Tower
09/27/2024;がんばれゴエモン (The Legend of the Mystical Ninja);11:00;14:00;Broadcast Tower
09/27/2024;ＢＳマリオペイント (BS Mario Paint);14:00;17:00;Broadcast Tower
09/27/2024;マリオは行方不明だよ！(Mario is Missing!);17:00;20:00;Broadcast Tower
09/27/2024;アーケードのベストゲーム：ATARIのコレクション　第1号 (Arcade's Greatest Hits: Atari Collection Vol. 1);20:00;23:00;Broadcast Tower
09/27/2024;チープｄｅゴージャス　４号 (Cheap de Gorgeous Vol. 4);8:00;23:00;News Building
09/27/2024;スペシャル・ティー・ショット (Special Tee Shot);11:00;23:00;Stadium
09/27/2024;ソールブレーダー (Soul Blazer);8:00;20:00;Bagpotamia Temple
09/27/2024;サテ坊のワードゲーム (Satebou's Word Game);8:00;23:00;Calculator Building
09/27/2024;ＢＳスーパークックド (BS SuperCooked!);8:00;23:00;Burger Shop
09/27/2024;シム蟻 (SimAnt);8:00;23:00;Telephone Booth
